Instance, Best_Cost
spi-Han.spinglass5_2.pm3.wcnf,75
spl.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,853
splitedReads_0.matrix.wcnf,1500
splitedReads_137.matrix.wcnf,90
splitedReads_158.matrix.wcnf,173
splitedReads_160.matrix.wcnf,186
splitedReads_18.matrix.wcnf,138
splitedReads_414.matrix.wcnf,171
str.hamming8-2.clq.wcnf,128
str.johnson32-2-4.clq.wcnf,480
str.johnson8-2-4.clq.wcnf,24
str.p_hat1000-1.clq.wcnf,990
str.p_hat700-3.clq.wcnf,638
str.san200_0.9_1.clq.wcnf,130
sug.atcoss_sugar_01.wcnf,20
sug.atcoss_sugar_04.wcnf,30
sug.atcoss_sugar_05.wcnf,10
sug.atcoss_sugar_10.wcnf,13
sug.atcoss_sugar_11.wcnf,50
sug.atcoss_sugar_12.wcnf,12
sug.atcoss_sugar_15.wcnf,28
sug.atcoss_sugar_18.wcnf,12
sysadmin_4_3.wcnf,2
sysadmin_4_4.wcnf,3
sysadmin_5_3.wcnf,5
sysadmin_5_4.wcnf,7
teams16_l6a.cnf.wcnf,14
threshold128_2.wcnf,800
threshold128_3.wcnf,800
threshold128_4.wcnf,800
threshold128_5.wcnf,800
threshold128_8.wcnf,800
tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,165
titanic.wcnf,7
TWComp_barley-pp_N26.wcnf,7
TWComp_barley2_N48.wcnf,7
TWComp_celar02_N100.wcnf,10
TWComp_celar09pp_N67.wcnf,7
TWComp_david_N87.wcnf,13
TWComp_david-pp_N29.wcnf,13
TWComp_hailfinder_N56.wcnf,4
TWComp_hepar2_N70.wcnf,6
TWComp_mildew_35.wcnf,4
TWComp_miles500_N128.wcnf,22
TWComp_mulsol.i.5-pp_N119.wcnf,31
TWComp_myciel4_N23.wcnf,10
TWComp_myciel5_N47.wcnf,19
TWComp_oesoca4_N42.wcnf,3
TWComp_queen5_5_N25.wcnf,18
TWComp_win95pts_N76.wcnf,8
uaq-nr-nr110-nc36-n3-k2-rpp4-ppr2-plb50.wcnf,45
uaq-nr-nr160-nc53-n3-k2-rpp4-ppr2-plb50.wcnf,52
uaq-nr-nr170-nc56-n3-k2-rpp4-ppr2-plb50.wcnf,48
uaq-nr-nr180-nc60-n3-k2-rpp4-ppr2-plb50.wcnf,54
uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf,60
uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf,63
uaq-nr-nr260-nc86-n3-k2-rpp4-ppr2-plb50.wcnf,66
uaq-nr-nr360-nc120-n3-k2-rpp4-ppr2-plb50.wcnf,65
uaq-nr-nr470-nc156-n3-k2-rpp4-ppr2-plb50.wcnf,71
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,79
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr14-plb100.wcnf,68
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,66
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr10-plb100.wcnf,67
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr7-plb100.wcnf,67
uaq-rpp-nr100-nc33-n3-k2-rpp29-ppr2-plb20.wcnf,78
uaq-rpp-nr100-nc33-n3-k2-rpp30-ppr2-plb20.wcnf,80
uci_mammo_data.wcnf,58
unw.MultiDay_2.wcnf,117839
unw.MultiDay_3.wcnf,155217
unw.MultiDay_4.wcnf,188900
unw.RSN_Security_Min_Witness-Direct-FlexScan-D2.wcnf,9
unw.RSN_Security_Min_Witness-Direct-FlexScan-D4.wcnf,9
unw.RSN_Security_Min_Witness-Direct-FlexScan-D6.wcnf,9
unw.RSN_Security_Min_Witness-Direct-FlexScan-D7.wcnf,9
unw.RSN_Security_Min_Witness-Direct-FlexScan-DC.wcnf,9
unw.RSN_Security_Min_Witness-Direct-FlexScan-DD.wcnf,9
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-D2.wcnf,45
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-D3.wcnf,43
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-D6.wcnf,43
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-D7.wcnf,45
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-DC.wcnf,45
unw.RSN_Security_Min_Witness-Direct-MBIST_100cores_100controllers_5memories_na-DD.wcnf,43
unw.RSN_Security_Min_Witness-Direct-MBIST_5cores_100controllers_100memories_na-D1.wcnf,43
unw.RSN_Security_Min_Witness-Direct-MBIST_5cores_100controllers_100memories_na-D7.wcnf,43
unw.RSN_Security_Min_Witness-Direct-MBIST_5cores_100controllers_100memories_na-DE.wcnf,43
unw.RSN_Security_Min_Witness-Direct-p93791-D7.wcnf,8
unw.SingleDay_15.wcnf,25541
unw.SingleDay_3.wcnf,9448
unw.SingleDay_37.wcnf,82088
unw.Subnetwork_7.wcnf,6393
unw.Subnetwork_9.wcnf,7903
vio.role_domino_violations_0.0_12.wcnf,1
vio.role_domino_violations_0.0_3.wcnf,5
vio.role_domino_violations_0.0_9.wcnf,4
vio.role_smallcomp_violations_0.0_3.wcnf,2
vio.role_smallcomp_violations_0.0_4.wcnf,1
vio.role_smallcomp_violations_0.0_5.wcnf,2
vio.role_university_violations_0.0_0.wcnf,6
vio.role_university_violations_0.0_3.wcnf,8
vio.role_university_violations_0.0_5.wcnf,17
wb_4m8s-problem.dimacs_47.filtered.wcnf,41
wcn.adult_test_9_CNF_1_1.wcnf,2363
wcn.compas_test_3_DNF_5_1.wcnf,396
wcn.heart_test_9_CNF_4_1.wcnf,22
wcn.heart_train_6_DNF_3_1.wcnf,42
wcn.ionosphere_test_8_CNF_2_1.wcnf,15
wcn.ionosphere_train_8_CNF_4_1.wcnf,20
wcn.ionosphere_train_8_DNF_5_1.wcnf,23
wcn.parkinsons_train_3_DNF_2_1.wcnf,17
wcn.parkinsons_train_7_CNF_2_1.wcnf,14
wcn.pima_test_4_CNF_2_1.wcnf,24
wcn.tictactoe_test_9_DNF_4_1.wcnf,33
wcn.tictactoe_train_7_DNF_4_1.wcnf,146
wcn.toms_test_4_CNF_3_1.wcnf,58
wcn.transfusion_train_7_CNF_2_1.wcnf,160
we.wcnf,209
wei.MultiDay_0_weighted.wcnf,27639
wei.MultiDay_1_weighted.wcnf,74270
wei.SingleDay_2_weighted.wcnf,6150
wolfram72_0.wcnf,9288
wolfram72_1.wcnf,9288
wolfram72_3.wcnf,9288
wolfram72_5.wcnf,9288
wolfram72_8.wcnf,9288
wolfram72_9.wcnf,9288
wolfram80_3.wcnf,11440
wolfram80_5.wcnf,11440
YOUTUBE.wcnf,86376
ae_5_20_ibmq-casablanca_7.wcnf,15
af-synthesis_stb_50_100_3.wcnf,104
af-synthesis_stb_50_120_3.wcnf,100
af-synthesis_stb_50_140_1.wcnf,127
af-synthesis_stb_50_140_3.wcnf,96
af-synthesis_stb_50_140_8.wcnf,113
af-synthesis_stb_50_160_5.wcnf,113
af-synthesis_stb_50_180_1.wcnf,130
af-synthesis_stb_50_20_8.wcnf,120
af-synthesis_stb_50_200_4.wcnf,105
af-synthesis_stb_50_200_5.wcnf,102
af-synthesis_stb_50_200_6.wcnf,111
af-synthesis_stb_50_40_0.wcnf,111
af-synthesis_stb_50_40_8.wcnf,117
af-synthesis_stb_50_60_3.wcnf,115
af-synthesis_stb_50_80_7.wcnf,115
af-synthesis_stb_50_80_8.wcnf,116
amazon.dimacs.wcnf,113575
ann.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,161
ann.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,314
ann.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,255
ar-1.wcnf,25062
ar-2.wcnf,394748
ar-3.wcnf,43814
archlinux.dimacs.wcnf,11744
auc.cat_paths_60_100_0006.txt.wcnf,70929
auc.cat_paths_60_150_0007.txt.wcnf,100364
auc.cat_paths_60_170_0007.txt.wcnf,94165
auc.cat_paths_60_200_0009.txt.wcnf,157873
auc.cat_reg_60_110_0004.txt.wcnf,75602
auc.cat_reg_60_130_0001.txt.wcnf,104032
auc.cat_reg_60_160_0002.txt.wcnf,164897
auc.cat_sched_60_100_0003.txt.wcnf,34771
auc.cat_sched_60_120_0004.txt.wcnf,82385
auc.cat_sched_60_150_0001.txt.wcnf,155865
auc.cat_sched_60_150_0005.txt.wcnf,72866
auc.cat_sched_60_150_0009.txt.wcnf,58699
auc.cat_sched_60_160_0003.txt.wcnf,118883
auc.cat_sched_60_200_0005.txt.wcnf,172768
auc.cat_sched_60_80_0005.txt.wcnf,34950
auc.cat_sched_60_90_0001.txt.wcnf,82847
aus.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,207
aus.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4.wcnf,307
aus.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,319
aus.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,283
aus.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6.wcnf,288
bf2030fvcons.wcnf,3271
bf2030fvslack.wcnf,245250
bn-human-BNU_1_0025865_session_1-bg.wcnf,119321020
bnn_mnist_0_label7_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_1_label2_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_11_label6_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_17_label7_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_9_label9_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_back_image_12_label6_adversarial_norm_inf_totalizer.wcnf,91
bnn_mnist_back_image_14_label9_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_back_image_3_label6_adversarial_norm_inf_totalizer.wcnf,87
bnn_mnist_back_image_32_label3_adversarial_norm_inf_totalizer.wcnf,2
bnn_mnist_back_image_5_label2_adversarial_norm_inf_totalizer.wcnf,3
bnn_mnist_back_image_9_label1_adversarial_norm_inf_totalizer.wcnf,44
bnn_mnist_rot_0_label6_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_rot_1_label0_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_rot_10_label4_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_rot_15_label8_adversarial_norm_inf_totalizer.wcnf,1
bnn_mnist_rot_3_label2_adversarial_norm_inf_totalizer.wcnf,1
BrazilInstance1.xml.wcnf,39
BrazilInstance2.xml.wcnf,5
BrazilInstance4.xml.wcnf,55
BrazilInstance5.xml.wcnf,20
BrazilInstance6.xml.wcnf,54
BrazilInstance7.xml.wcnf,96
cap131.wcsp.wcnf,7934385
cap132.wcsp.wcnf,8514942
cap71.wcsp.wcnf,9326144
cap72.wcsp.wcnf,9777981
cap91.wcsp.wcnf,7966472
cap92.wcsp.wcnf,8547029
car.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,232
causal_hailfinder_9_1000.wcnf,54962937
causal_Heart_10_212.wcnf,1453924
causal_Hepatitis_10_126.wcnf,405352
causal_insurance_9_100.wcnf,3211332
causal_Link_10_1000.wcnf,1917853
causal_Meta_7_528.wcnf,55120
causal_n5_i5_N1000_uai13_log_int.wcnf,46030289
causal_n6_i1_N10000_uai14_log_int.wcnf,1510725680
causal_n6_i2_N500_uai13_log_int.wcnf,877436991
causal_n6_i6_N1000_uai14_log_int.wcnf,126257527700
causal_n7_i10_N1000_uai14_log_int.wcnf,3246397504
causal_n7_i8_N10000_uai14_log_int.wcnf,11486104693
causal_Pigs_6_10000.wcnf,25539892
causal_Statlog_7_752.wcnf,380356
causal_Voting_7_435.wcnf,930263
causal_Water_7_380.wcnf,414473
channel-500x100x100-b050.wcnf,26535515
comp04.wcnf,35
comp05.wcnf,406
comp06.lp.sm-extracted.wcnf,14
comp06.wcnf,27
comp07.wcnf,6
comp08.lp.sm-extracted.wcnf,19
comp10.lp.sm-extracted.wcnf,2
comp15.wcnf,67
comp17.wcnf,56
CSG140-140-46.wcnf,16960
CSG140-140-6.wcnf,52385
CSG150-150-55.wcnf,27533
CSG40-40-95.wcnf,8847
CSG60-60-88.wcnf,7714
CSGNaive140-140-0.wcnf,18185
CSGNaive140-140-6.wcnf,56309
CSGNaive150-150-55.wcnf,30495
CSGNaive60-60-53.wcnf,9829
CSGNaive70-70-91.wcnf,11177
dblp.dimacs.wcnf,25014
delaunay_n24.wcnf,229956181
dim.brock800_3.clq.wcnf,1079
dim.c-fat200-1.clq.wcnf,14
dim.c-fat500-1.clq.wcnf,10
dim.johnson8-4-4.clq.wcnf,4154
dim.MANN_a81.clq.wcnf,1995
dim.san400_0.7_3.clq.wcnf,1201
dim.san400_0.9_1.clq.wcnf,1604
dir.1403.wcsp.dir.wcnf,459246
dir.1502.wcsp.dir.wcnf,28042
dir.1506.wcsp.dir.wcnf,354517
dir.28.wcsp.dir.wcnf,270105
dir.404.wcsp.dir.wcnf,114
dir.408.wcsp.dir.wcnf,6228
dir.5.wcsp.dir.wcnf,261
dir.507.wcsp.dir.wcnf,27390
dir.509.wcsp.dir.wcnf,36446
dir.54.wcsp.dir.wcnf,37
downcast-antlr.wcnf,76250
downcast-avrora.wcnf,46642
downcast-hsqldb.wcnf,30207
downcast-pmd.wcnf,4227
downcast-xalan.wcnf,65491
drmx-am12-outof-40-ecardn-w.wcnf,28
drmx-am12-outof-40-esortn-w.wcnf,28
drmx-am16-outof-45-emtot-w.wcnf,29
drmx-am16-outof-45-eseqc-w.wcnf,29
drmx-am20-outof-50-ekmtot-w.wcnf,30
drmx-am20-outof-50-emtot-w.wcnf,30
drmx-am20-outof-50-eseqc-w.wcnf,30
drmx-am24-outof-55-emtot-w.wcnf,31
drmx-am24-outof-55-etot-w.wcnf,31
drmx-am28-outof-60-emtot-w.wcnf,32
drmx-am28-outof-60-eseqc-w.wcnf,32
drmx-am28-outof-60-etot-w.wcnf,32
drmx-am32-outof-70-ecardn-w.wcnf,38
drmx-am32-outof-70-ekmtot-w.wcnf,38
drmx-am32-outof-70-emtot-w.wcnf,38
drmx-am32-outof-70-etot-w.wcnf,38
EA01.lp.sm-extracted.wcnf,55
eas.310-15.wcnf,30501
eas.310-24.wcnf,24752
eas.310-28.wcnf,33151
eas.310-29.wcnf,34431
eas.310-33.wcnf,35463
eas.310-43.wcnf,33138
eas.310-44.wcnf,50871
eas.310-55.wcnf,21952
eas.310-56.wcnf,46155
eas.310-74.wcnf,21867
eas.310-91.wcnf,37183
eas.310-93.wcnf,19146
eas.310-94.wcnf,26160
eas.310-95.wcnf,25854
eas.310-97.wcnf,35249
ebay.dimacs.wcnf,123941
f1-DataDisplay_0_order4.seq-A-2-1-EDCBAir.wcnf,6223203
f1-DataDisplay_0_order4.seq-A-2-2-abcdeir.wcnf,481429
f1-DataDisplay_0_order4.seq-A-2-2-irabcde.wcnf,2220415
f1-DataDisplay_0_order4.seq-A-3-1-EDCBAir.wcnf,6240245
f1-DataDisplay_0_order4.seq-A-3-1-irabcde.wcnf,5960556
f1-DataDisplay_0_order4.seq-A-3-2-irabcde.wcnf,5955300
f1-DataDisplay_0_order4.seq-B-2-2-abcdeir.wcnf,53533
f1-DataDisplay_0_order4.seq-B-2-2-irEDCBA.wcnf,2273346
f2030.wcnf,4195
f49-DC_TotalLoss.seq-A-2-1-abcdeir.wcnf,27698412327
f49-DC_TotalLoss.seq-A-2-1-irEDCBA.wcnf,14779649425
f49-DC_TotalLoss.seq-A-2-combined-irabcde.wcnf,14735114187
f49-DC_TotalLoss.seq-A-3-2-irEDCBA.wcnf,87222797189
f49-DC_TotalLoss.seq-B-2-2-abcdeir.wcnf,44321234
f49-DC_TotalLoss.seq-B-2-combined-EDCBAir.wcnf,83838199998
f49-DC_TotalLoss.seq-B-3-combined-EDCBAir.wcnf,117355113043
f49-DC_TotalLoss.seq-B-3-combined-irabcde.wcnf,87177360578
facebook1.dimacs.wcnf,45581
FinlandSecondarySchool.xml.wcnf,108
github.dimacs.wcnf,187405
graphstate_6_6_rigetti-agave_8.wcnf,6
grover-noancilla_4_52_rigetti-agave_8.wcnf,42
grover-v-chain_4_52_ibmq-casablanca_7.wcnf,27
guardian.dimacs.wcnf,160777
har.330-55.wcnf,47945
hea.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf,39
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,83
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5.wcnf,107
hea.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,83
hugebubbles-00020.wcnf,521004590
inf-road-usa.wcnf,656533235
inst10.lp.sm-extracted.wcnf,105
inst2.lp.sm-extracted.wcnf,97
inst22.lp.sm-extracted.wcnf,180
instance1.wcnf,607
instance10.wcnf,5274
instance11.wcnf,3457
instance12.wcnf,4868
instance2.wcnf,828
instance3.wcnf,1002
instance4.wcnf,1726
instance5.wcnf,1196
instance6.wcnf,1992
instance7.wcnf,1086
instance8.wcnf,1524
instance9.wcnf,572
inventory_2_5.wcnf,9
inventory_2_6.wcnf,16
inventory_2_7.wcnf,18
inventory_4_6.wcnf,10
inventory_4_7.wcnf,15
inventory_4_8.wcnf,17
ItalyInstance1.xml.wcnf,12
ItalyInstance4.xml.wcnf,35
k100-14-38.rna.pre.wcnf,1953
k100-20-63.rna.pre.wcnf,2030
k100-38-60.rna.pre.wcnf,1878
k100-40-52.rna.pre.wcnf,1861
k100-73-76.rna.pre.wcnf,2008
k100-78-85.rna.pre.wcnf,1744
k50-18-30.rna.pre.wcnf,462
k50-21-38.rna.pre.wcnf,497
limits-10-10_data-1_inst-005_60m.sm-extracted.wcnf,1674983
limits-10-10_data-1_inst-010_30m.sm-extracted.wcnf,19021817
limits-10-10_data-1_inst-018_60m.sm-extracted.wcnf,4638351
limits-10-10_data-1_inst-044_30m.sm-extracted.wcnf,30028201
limits-10-10_data-1_inst-045_30m.sm-extracted.wcnf,4726335
limits-10-10_data-1_inst-048_60m.sm-extracted.wcnf,1592498
limits-10-10_data-1_inst-059_30m.sm-extracted.wcnf,16994335
limits-10-10_data-1_inst-060_60m.sm-extracted.wcnf,3688454
limits-10-10_data-1_inst-068_30m.sm-extracted.wcnf,5536663
limits-10-10_data-1_inst-122_30m.sm-extracted.wcnf,15804703
limits-10-10_data-1_inst-137_30m.sm-extracted.wcnf,16167552
limits-10-10_data-1_inst-182_30m.sm-extracted.wcnf,14625180
limits-10-10_data-2_inst-017_60m.sm-extracted.wcnf,7295683
limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf,33006575
limits-10-10_data-3_inst-002_30m.sm-extracted.wcnf,24222877
limits-10-10_data-3_inst-028_60m.sm-extracted.wcnf,7231899
lisbon-wedding-1-18.wcnf,961
lisbon-wedding-10-17.wcnf,377
lisbon-wedding-10-18.wcnf,378
lisbon-wedding-10-19.wcnf,380
lisbon-wedding-2-18.wcnf,1137
lisbon-wedding-3-17.wcnf,1035
lisbon-wedding-4-18.wcnf,803
lisbon-wedding-5-17.wcnf,802
lisbon-wedding-5-19.wcnf,805
lisbon-wedding-7-19.wcnf,424
lisbon-wedding-8-18.wcnf,396
lisbon-wedding-8-19.wcnf,399
lisbon-wedding-9-17.wcnf,394
log.1401.wcsp.log.wcnf,459106
log.1405.wcsp.log.wcnf,459424
log.28.wcsp.log.wcnf,270105
log.408.wcsp.log.wcnf,6228
log.505.wcsp.log.wcnf,21253
log.8.wcsp.log.wcnf,2
londonist.dimacs.wcnf,70703
metro_8_8_5_20_10_6_500_1_0.lp.sm-extracted.wcnf,82
metro_8_8_5_20_10_6_500_1_7.lp.sm-extracted.wcnf,89
metro_8_8_5_20_10_6_500_1_9.lp.sm-extracted.wcnf,105
metro_9_8_7_22_10_6_500_1_1.lp.sm-extracted.wcnf,52
metro_9_8_7_22_10_6_500_1_2.lp.sm-extracted.wcnf,60
metro_9_8_7_22_10_6_500_1_3.lp.sm-extracted.wcnf,44
metro_9_8_7_30_10_6_500_1_5.lp.sm-extracted.wcnf,47
metro_9_8_7_30_10_6_500_1_6.lp.sm-extracted.wcnf,31
metro_9_8_7_30_10_6_500_1_7.lp.sm-extracted.wcnf,47
metro_9_8_7_30_10_6_500_1_8.lp.sm-extracted.wcnf,55
metro_9_9_10_35_13_7_500_2_2.lp.sm-extracted.wcnf,32
metro_9_9_10_35_13_7_500_2_6.lp.sm-extracted.wcnf,15
metro_9_9_10_35_13_7_500_2_7.lp.sm-extracted.wcnf,37
MinWidthCB_milan_100_12_1k_1s_2t_3.wcnf,109520
MinWidthCB_milan_200_12_1k_4s_1t_4.wcnf,108863
MinWidthCB_mitdbsample_100_43_1k_2s_2t_2.wcnf,38570
MinWidthCB_mitdbsample_100_64_1k_2s_1t_2.wcnf,66045
MinWidthCB_mitdbsample_200_43_1k_2s_2t_2.wcnf,50615
MinWidthCB_mitdbsample_200_64_1k_10s_2t_12.wcnf,58625
MinWidthCB_mitdbsample_200_64_1k_10s_3t_12.wcnf,54585
MinWidthCB_mitdbsample_200_64_1k_2s_1t_2.wcnf,78400
MinWidthCB_mitdbsample_200_64_1k_2s_3t_2.wcnf,73730
MinWidthCB_mitdbsample_300_26_1k_3s_2t_3.wcnf,32420
MinWidthCB_mitdbsample_300_26_1k_3s_2t_5.wcnf,30100
MinWidthCB_mitdbsample_300_26_1k_6s_1t_8.wcnf,31195
MinWidthCB_mitdbsample_300_64_1k_3s_1t_5.wcnf,79270
MinWidthCB_mitdbsample_300_64_1k_6s_1t_8.wcnf,75240
MinWidthCB_power_1000_24_1k_20s_2t_22.wcnf,75967
MinWidthCB_power_600_24_1k_6s_1t_8.wcnf,82282
MLI.ilpd_train_0_DNF_5_5.wcnf,700
mul.role_domino_multiple_0.8_5.wcnf,181758
mul.role_domino_multiple_1.0_4.wcnf,229869
mul.role_smallcomp_multiple_0.3_6.wcnf,139251
mul.role_smallcomp_multiple_0.9_7.wcnf,456398
mul.role_smallcomp_multiple_1.0_6.wcnf,295598
mul.role_university_multiple_0.1_0.wcnf,60675
openstreetmap.dimacs.wcnf,65915
pa-1.wcnf,820
pa-2.wcnf,143
pa-3.wcnf,192
pac.80cfe9a6-9b1b-11df-965e-00163e46d37a_l1.wcnf,1924238
pac.fa3d0fb2-db9e-11df-a0ec-00163e3d3b7c_l1.wcnf,4569599
pac.rand179_l1.wcnf,493118
pac.rand892_l1.wcnf,224702
pac.rand984_l1.wcnf,345082
ped2.B.recomb1-0.01-2.wcnf,7
ped2.B.recomb1-0.10-7.wcnf,588
ped2.B.recomb1-0.20-13.wcnf,7
ped2.G.recomb10-0.20-11.wcnf,50061
ped2.G.recomb10-0.20-13.wcnf,40755
ped2.G.recomb5-0.01-1.wcnf,29116
ped2.G.recomb5-0.01-3.wcnf,31442
ped2.G.recomb5-0.10-7.wcnf,25626
ped2.G.recomb5-0.10-9.wcnf,31445
ped2.G.recomb5-0.20-13.wcnf,30286
ped3.D.recomb10-0.20-12.wcnf,349
ped3.D.recomb10-0.20-14.wcnf,7
ped3.E.recomb10-0.20-13.wcnf,8559
ped3.F.recomb10-0.20-14.wcnf,5482
ped3.G.recomb10-0.20-12.wcnf,13027
polysite-avrora.wcnf,51801
polysite-hsqldb.wcnf,172382
polysite-lusearch.wcnf,421456
polysite-pmd.wcnf,188398
polysite-xalan.wcnf,114620
portfoliovqe_4_18_rigetti-agave_8.wcnf,33
power-distribution_1_2.wcnf,3
power-distribution_1_4.wcnf,3
power-distribution_1_6.wcnf,3
power-distribution_1_8.wcnf,3
power-distribution_11_6.wcnf,126
power-distribution_12_2.wcnf,216
power-distribution_12_5.wcnf,216
power-distribution_12_8.wcnf,216
power-distribution_2_2.wcnf,10
power-distribution_2_8.wcnf,10
power-distribution_3_4.wcnf,1
power-distribution_4_8.wcnf,6
power-distribution_7_6.wcnf,18
power-distribution_8_4.wcnf,40
power-distribution_8_7.wcnf,40
power-distribution_9_2.wcnf,18
pri.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_6.wcnf,189
pri.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf,100
qaoa_4_16_ibmq-casablanca_7.wcnf,12
qft_5_26_ibmq-casablanca_7.wcnf,15
qftentangled_4_21_ibmq-casablanca_7.wcnf,15
qftentangled_4_39_rigetti-agave_8.wcnf,18
qftentangled_5_30_ibmq-london_5.wcnf,27
qftentangled_5_48_rigetti-agave_8.wcnf,24
qgan_6_15_ibmq-casablanca_7.wcnf,24
qpeexact_5_26_ibmq-casablanca_7.wcnf,15
qwalk-v-chain_3_30_ibmq-casablanca_7.wcnf,30
qwalk-v-chain_5_102_ibmq-london_5.wcnf,81
r11.wcnf,48181889
rail2536.wcnf,689
rail4284.wcnf,1280
rail4872.wcnf,1784
rail507.wcnf,174
rail516.wcnf,182
rail582.wcnf,211
ram_k3_n14.ra1.wcnf,3025
ram_k3_n16.ra1.wcnf,7271
ram_k3_n17.ra1.wcnf,10372
ram_k4_n20.ra1.wcnf,3078
ran-scp.scp41_weighted.wcnf,429
ran-scp.scp410_weighted.wcnf,514
ran-scp.scp48_weighted.wcnf,492
ran-scp.scp49_weighted.wcnf,641
ran-scp.scp51_weighted.wcnf,253
ran-scp.scp54_weighted.wcnf,242
ran-scp.scp56_weighted.wcnf,213
ran-scp.scp58_weighted.wcnf,288
ran-scp.scp65_weighted.wcnf,161
ran-scp.scpnre5_weighted.wcnf,28
ran-scp.scpnrf1_weighted.wcnf,14
ran-scp.scpnrf4_weighted.wcnf,14
ran-scp.scpnrf5_weighted.wcnf,13
ran-scp.scpnrg3_weighted.wcnf,167
ran-scp.scpnrg4_weighted.wcnf,168
ran-scp.scpnrh5_weighted.wcnf,55
ran.max_cut_60_420_2.asc.wcnf,703
ran.max_cut_60_420_5.asc.wcnf,715
ran.max_cut_60_420_9.asc.wcnf,674
ran.max_cut_60_500_2.asc.wcnf,900
ran.max_cut_60_560_3.asc.wcnf,1054
ran.max_cut_60_560_7.asc.wcnf,1053
ran.max_cut_60_600_1.asc.wcnf,1156
random-dif-16.rna.pre.wcnf,768
random-dif-2.rna.pre.wcnf,929
random-dif-25.rna.pre.wcnf,512
random-dif-9.rna.pre.wcnf,456
random-net-100-1_network-3.net.wcnf,91570
random-net-120-1_network-5.net.wcnf,117198
random-net-20-5_network-4.net.wcnf,19602
random-net-220-1_network-7.net.wcnf,203783
random-net-240-1_network-7.net.wcnf,219252
random-net-260-1_network-4.net.wcnf,238131
random-net-30-3_network-2.net.wcnf,27606
random-net-30-4_network-3.net.wcnf,24925
random-net-40-2_network-8.net.wcnf,38289
random-net-40-2_network-9.net.wcnf,35951
random-net-40-3_network-5.net.wcnf,35488
random-net-40-4_network-2.net.wcnf,36427
random-net-50-3_network-5.net.wcnf,41356
random-net-50-4_network-8.net.wcnf,43243
random-net-50-5_network-8.net.wcnf,46708
random-net-60-3_network-3.net.wcnf,50929
random-same-12.rna.pre.wcnf,597
random-same-19.rna.pre.wcnf,337
random-same-25.rna.pre.wcnf,224
random-same-5.rna.pre.wcnf,456
rc-2.wcnf,5722
rc-3.wcnf,5722
realamprandom_4_72_rigetti-agave_8.wcnf,36
rgg_n_2_24_s0.wcnf,34467385
role_domino_0.05_15.wcnf,25082
role_domino_0.1_18.wcnf,42049
role_domino_0.1_3.wcnf,42464
role_domino_0.3_15.wcnf,101449
role_domino_0.6_2.wcnf,169308
role_domino_0.9_0.wcnf,199498
